ObservationID,ParcelleID,DateObservation,Temperature,Humidite,Pluviometrie_mm,NDVI,Capteur,StadeCulture,RendementEstime_t_ha,RendementMoyenZone_t_ha,AnomalieLabel
OBS007144,P0458,2024-07-22 18:07:32,22.2,59.8,7.1,0.5841,Satellite,Tallage,5.5,7.75,0
OBS007145,P0376,2025-03-07 15:22:17,11.0,53.0,7.9,0.3679,Station_Sol,Semis,2.49,2.94,0
OBS007146,P0213,2024-12-05 18:37:44,5.3,87.5,4.8,0.7438,Satellite,Maturation,3.1,3.74,0
OBS007147,P0242,2025-03-09 19:05:21,8.9,42.2,1.0,0.3976,Satellite,Semis,2.68,2.33,0
OBS007148,P0324,2024-08-09 05:11:10,20.5,42.3,5.8,0.8763,Station_Sol,Maturation,2.01,2.82,0
OBS007149,P0059,2024-08-02 11:09:55,25.8,42.4,1.3,0.8535,Satellite,Maturation,5.7,7.8,0
OBS007150,P0339,2025-08-13 11:55:58,25.1,66.7,6.9,0.6151,Manuel,Floraison,6.94,6.46,0
OBS007151,P0216,2025-07-16 06:06:15,21.2,58.7,7.4,0.5392,Station_Sol,Tallage,1.99,2.07,0
OBS007152,P0487,2025-05-28 08:01:58,16.0,79.0,3.8,0.3817,Satellite,Tallage,6.35,5.69,0
OBS007153,P0158,2025-10-20 12:02:42,15.6,71.3,1.3,0.6942,Station_Sol,Récolte,3.11,3.86,0
OBS007154,P0450,2025-09-28 08:18:01,17.2,58.9,12.5,2.4418,Station_Sol,Floraison,2.7,5.9,1
OBS007155,P0114,2025-05-17 20:10:18,27.1,35.5,4.2,0.7241,Drone,Tallage,3.04,3.56,1
OBS007156,P0473,2025-04-23 11:20:51,17.7,66.0,1.5,0.911,Station_Sol,Tallage,10.18,8.49,0
OBS007157,P0464,2024-04-26 09:27:25,11.6,47.0,10.8,0.5514,Station_Sol,Levée,3.0,2.65,0
OBS007158,P0221,2025-05-09 17:50:18,13.0,43.7,15.6,0.8708,Manuel,Levée,10.33,8.54,0
OBS007159,P0199,2024-10-05 07:11:19,17.6,88.3,0.2,0.8544,Satellite,Maturation,7.75,9.11,0
OBS007160,P0045,2025-01-08 09:28:42,-3.4,45.4,12.9,0.3202,Station_Sol,Maturation,2.59,1.85,0
OBS007161,P0067,2024-10-01 17:48:37,28.9,52.8,5.1,,Satellite,Maturation,1.82,6.48,1
OBS007162,P0249,2024-09-08 07:32:38,20.7,60.2,12.1,0.7276,Satellite,Maturation,5.94,7.92,0
OBS007163,P0273,2025-06-13 06:42:09,22.4,41.9,2.0,0.3585,Drone,Floraison,2.92,2.27,0
OBS007164,P0034,2024-09-06 06:50:50,27.3,77.5,8.1,0.5661,Satellite,Floraison,2.37,2.29,0
OBS007165,P0336,2024-05-17 20:27:45,17.5,51.4,6.1,0.448,Satellite,Tallage,7.96,9.47,0
OBS007166,P0393,2024-10-16 12:58:09,18.2,38.9,6.9,0.6957,Manuel,Récolte,11.51,9.55,0
OBS007167,P0177,2025-07-30 10:14:27,34.9,54.6,5.2,0.5286,Manuel,Floraison,6.47,7.62,0
OBS007168,P0474,2025-06-15 14:25:45,22.6,39.7,1.7,0.6617,Manuel,Floraison,4.04,4.23,1
OBS007169,P0006,2025-04-26 09:17:04,15.7,50.6,5.1,0.8333,Station_Sol,Tallage,8.05,7.77,0
OBS007170,P0274,2024-12-17 10:11:38,3.0,61.3,3.7,0.5181,Satellite,Récolte,9.03,8.81,0
OBS007171,P0100,2024-09-02 09:06:28,21.4,87.0,1.4,0.8465,Station_Sol,Floraison,10.23,9.59,0
OBS007172,P0116,2024-09-17 20:45:01,55.6,72.4,12.0,0.602,Manuel,Maturation,11.04,9.37,0
OBS007173,P0211,2024-04-13 06:16:09,16.5,70.3,5.3,0.8815,Satellite,Tallage,3.06,3.18,0
OBS007174,P0228,2025-06-19 11:01:38,20.6,51.9,2.5,0.5447,Satellite,Floraison,8.37,7.88,0
OBS007175,P0296,2025-02-16 15:29:53,1.9,92.5,3.1,0.5748,Manuel,Levée,4.0,3.36,0
OBS007176,P0380,2025-10-09 18:22:13,16.6,81.9,5.3,0.5673,Station_Sol,Maturation,2.8,3.31,0
OBS007177,P0224,2024-12-12 18:48:47,-0.7,35.6,4.0,0.4195,Station_Sol,Récolte,11.45,8.9,1
OBS007178,P0186,2024-12-20 15:22:10,3.9,82.4,1.6,0.3184,Station_Sol,Maturation,5.06,6.58,0
OBS007179,P0467,2025-01-19 11:23:06,13.4,56.7,6.5,0.4918,Satellite,Récolte,5.27,6.08,1
OBS007180,P0180,2024-03-30 06:43:35,12.1,58.9,7.0,0.4676,Manuel,Levée,7.08,6.73,0
OBS007181,P0221,2025-10-16 11:56:08,15.1,80.1,2.6,0.8784,Station_Sol,Maturation,7.52,9.87,0
OBS007182,P0246,2025-03-03 19:02:37,4.9,51.4,75.4,0.3775,Drone,Semis,1.38,3.04,1
OBS007183,P0414,2025-01-27 14:27:29,3.5,89.1,0.4,0.7635,Station_Sol,Maturation,8.67,6.94,0
OBS007184,P0020,2024-05-08 08:54:30,17.8,61.8,5.3,0.8026,Manuel,Levée,,1.42,0
OBS007185,P0337,2025-03-22 05:16:37,12.0,44.0,0.7,0.7042,Drone,Levée,7.65,5.95,0
OBS007186,P0374,2025-08-14 15:57:56,25.3,86.1,,0.3194,Station_Sol,Maturation,2.51,3.75,0
OBS007187,P0264,2025-01-18 20:19:28,1.1,58.4,1.8,0.3534,Drone,Maturation,7.54,5.79,0
OBS007188,P0219,2024-06-01 08:23:08,22.1,81.9,4.4,0.6757,Station_Sol,Tallage,11.66,9.47,0
OBS007189,P0237,2024-12-02 15:51:07,0.7,36.8,1.0,0.6473,Satellite,Maturation,7.65,9.09,0
OBS007190,P0223,2024-03-05 20:29:34,13.9,44.0,0.7,0.1136,Manuel,Levée,8.87,9.17,1
OBS007191,P0326,2024-07-18 11:40:05,28.8,89.9,15.1,0.8206,Station_Sol,Tallage,10.56,9.91,0
OBS007192,P0399,2024-07-30 06:57:15,26.0,82.2,1.5,0.5028,Station_Sol,Floraison,6.26,6.51,0
OBS007193,P0156,2025-01-15 06:27:49,4.7,36.4,11.7,0.7,Station_Sol,Récolte,4.8,5.91,0
OBS007194,P0348,2024-07-13 05:41:04,28.6,46.0,8.1,0.7817,Station_Sol,Tallage,7.64,9.36,0
OBS007195,P0448,2024-12-12 19:09:02,-2.2,56.6,8.9,0.3666,Station_Sol,Récolte,7.34,6.31,0
OBS007196,P0246,2024-08-08 07:33:56,27.7,41.9,19.8,0.5004,Station_Sol,Maturation,2.99,3.35,0
OBS007197,P0295,2025-03-29 15:13:17,9.5,66.5,11.6,0.6292,Satellite,Semis,3.04,2.21,0
OBS007198,P0302,2024-11-03 14:51:23,10.6,47.5,13.4,0.86,Drone,Maturation,,3.0,0
OBS007199,P0348,2025-04-07 10:58:11,27.0,94.5,9.9,0.8352,Station_Sol,Tallage,10.23,9.26,1
OBS007200,P0347,2025-07-17 16:09:20,30.9,66.4,9.8,0.3088,Station_Sol,Floraison,4.21,6.33,0
OBS007201,P0432,2025-02-09 08:30:37,5.9,75.2,11.3,0.8209,Drone,Semis,7.76,9.38,0
OBS007202,P0224,2025-02-18 19:42:16,5.0,87.4,10.6,0.8598,Manuel,Levée,6.78,9.7,0
OBS007203,P0058,2024-03-11 17:07:31,12.2,43.9,8.1,0.5614,Station_Sol,Levée,2.35,2.27,0
OBS007204,P0140,2024-03-22 09:50:26,6.6,71.7,1.4,0.3873,Manuel,Semis,5.59,7.37,0
OBS007205,P0069,2024-08-15 19:57:31,34.1,95.0,9.7,0.1965,Satellite,Maturation,10.39,9.5,1
OBS007206,P0490,2024-03-03 19:10:46,8.4,50.9,0.8,0.6097,Satellite,Levée,3.11,2.91,0
OBS007207,P0493,2024-08-09 20:15:26,23.9,92.2,2.3,0.8639,Station_Sol,Maturation,9.72,7.52,0
OBS007208,P0326,2024-04-25 10:02:23,16.2,50.4,0.0,0.8019,Satellite,Levée,9.57,9.79,0
OBS007209,P0009,2024-07-05 12:48:52,29.2,63.0,4.3,0.5191,Station_Sol,Tallage,8.92,6.81,0
OBS007210,P0134,2025-02-22 11:31:37,7.9,55.8,,,Manuel,Semis,3.17,2.79,1
OBS007211,P0250,2024-12-28 06:51:15,1.9,45.6,13.0,0.4091,Station_Sol,Maturation,8.48,8.78,0
OBS007212,P0402,2025-07-25 05:07:06,24.8,52.9,3.7,0.3935,Station_Sol,Floraison,3.07,3.04,0
OBS007213,P0275,2024-09-24 09:24:36,18.8,46.2,8.3,,Satellite,Floraison,11.15,8.57,0
OBS007214,P0292,2025-09-03 17:51:44,22.5,44.6,4.7,0.3348,Manuel,Floraison,1.96,1.81,0
OBS007215,P0317,2024-07-12 18:27:22,26.6,58.0,16.4,0.8488,Satellite,Tallage,2.84,3.18,0
OBS007216,P0047,2024-12-24 15:51:26,4.0,52.2,1.6,0.8161,Manuel,Maturation,7.05,6.92,0
OBS007217,P0001,2025-05-11 06:48:44,19.1,63.4,19.3,0.8012,Station_Sol,Tallage,3.53,4.23,0
OBS007218,P0373,2024-11-10 12:19:22,22.8,16.0,12.0,0.8201,Station_Sol,Maturation,6.51,8.88,1
OBS007219,P0439,2025-03-19 10:28:29,9.3,76.4,3.3,0.3905,Manuel,Levée,5.71,7.81,0
OBS007220,P0491,2024-06-26 10:21:27,22.7,71.9,5.1,0.5128,Satellite,Floraison,6.16,7.8,0
OBS007221,P0110,2024-05-26 18:52:48,15.4,80.0,2.0,0.4612,Drone,Tallage,3.77,3.33,0
OBS007222,P0374,2024-07-30 15:06:20,29.8,78.9,4.4,0.7006,Satellite,Floraison,4.43,4.88,0
OBS007223,P0284,2024-11-25 09:04:41,5.6,91.3,4.4,0.5452,Satellite,Maturation,3.11,2.9,0
OBS007224,P0491,2024-10-08 19:01:10,11.7,44.8,1.5,0.4918,Drone,Maturation,7.39,7.43,0
OBS007225,P0138,2024-08-17 09:40:18,27.7,83.3,18.5,0.6977,Satellite,Floraison,6.18,6.29,0
OBS007226,P0208,2025-03-18 20:05:07,6.8,12.1,14.0,0.6613,Satellite,Levée,1.85,6.53,1
OBS007227,P0500,2025-02-11 15:43:34,1.5,86.1,-9.4,0.5042,Station_Sol,Levée,5.83,5.55,0
OBS007228,P0171,2024-06-19 07:08:42,26.9,46.2,5.2,0.3561,Station_Sol,Tallage,2.47,4.28,0
OBS007229,P0183,2025-02-28 07:27:27,4.9,70.0,15.2,,Satellite,Levée,2.63,2.75,0
OBS007230,P0256,2024-12-21 17:24:37,1.9,83.4,17.3,0.8309,Manuel,Récolte,5.61,6.01,0
OBS007231,P0239,2025-10-19 18:57:14,16.9,66.5,96.0,0.684,Manuel,Maturation,8.86,7.93,1
OBS007232,P0037,2025-05-11 07:54:48,17.5,59.2,25.6,0.4509,Station_Sol,Levée,7.05,8.41,0
OBS007233,P0480,2024-07-02 17:12:05,24.0,90.4,3.1,0.5848,Drone,Tallage,8.08,7.08,0
OBS007234,P0278,2024-08-11 19:55:44,25.3,79.7,1.6,0.8066,Station_Sol,Floraison,,2.4,0
OBS007235,P0017,2025-01-23 15:27:01,9.5,80.8,7.0,0.3149,Manuel,Maturation,4.37,5.79,0
OBS007236,P0267,2024-07-03 19:55:33,27.2,94.9,2.6,0.6502,Station_Sol,Floraison,6.1,7.95,0
OBS007237,P0069,2025-03-12 05:10:30,6.6,62.8,-8.7,0.7046,Manuel,Levée,9.08,8.39,0
OBS007238,P0047,2025-01-27 20:53:42,-0.4,38.5,16.3,0.6761,Manuel,Récolte,7.15,6.05,0
OBS007239,P0092,2024-06-29 06:47:07,22.2,54.0,6.4,0.4093,Station_Sol,Floraison,,7.58,0
OBS007240,P0340,2025-03-06 18:43:26,12.3,60.5,0.2,0.4786,Drone,Levée,9.56,7.81,0
OBS007241,P0414,2024-10-19 12:32:03,11.5,52.4,5.6,0.854,Satellite,Maturation,6.39,8.2,0
OBS007242,P0312,2024-09-29 16:44:18,,81.9,4.4,0.7334,Satellite,Floraison,10.13,9.39,0
OBS007243,P0180,2024-11-02 15:27:51,8.4,46.7,16.3,,Station_Sol,Maturation,4.23,6.5,0
OBS007244,P0417,2025-04-11 08:43:22,16.3,68.2,5.2,0.768,Drone,Tallage,7.43,8.53,0
OBS007245,P0360,2025-06-15 17:45:44,21.5,73.8,3.1,0.9063,Drone,Floraison,3.98,3.77,0
OBS007246,P0005,2024-10-30 05:53:36,14.2,80.4,5.2,0.5688,Satellite,Maturation,2.63,2.82,0
OBS007247,P0480,2025-06-16 20:16:17,24.3,80.1,1.3,0.6298,Satellite,Tallage,8.86,7.78,0
OBS007248,P0019,2024-06-20 18:00:34,,83.9,7.0,0.7818,Manuel,Floraison,1.99,3.07,0
OBS007249,P0062,2025-07-31 13:40:25,26.2,83.0,3.2,0.8862,Satellite,Tallage,7.05,10.05,0
OBS007250,P0110,2025-02-28 08:40:07,6.2,56.0,1.6,0.8105,Manuel,Levée,3.55,2.99,0
OBS007251,P0296,2024-05-16 11:13:03,19.9,51.2,16.2,0.5047,Satellite,Levée,2.64,3.01,0
OBS007252,P0497,2025-02-22 15:53:16,3.1,89.4,7.7,0.4394,Satellite,Semis,4.68,6.62,0
OBS007253,P0437,2024-04-12 11:58:22,16.1,72.6,1.2,0.8343,Station_Sol,Levée,3.03,3.59,0
OBS007254,P0181,2025-06-11 10:33:23,19.5,53.9,6.8,0.6283,Satellite,Floraison,1.77,2.44,0
OBS007255,P0137,2024-06-05 12:40:28,25.7,39.9,9.6,0.7332,Station_Sol,Floraison,2.54,3.31,0
OBS007256,P0218,2024-04-06 18:51:04,17.0,48.2,0.5,0.311,Satellite,Levée,4.3,3.72,0
OBS007257,P0193,2024-09-28 13:30:05,22.9,40.8,3.5,0.3327,Satellite,Floraison,5.48,5.99,0
OBS007258,P0212,2025-08-12 06:06:25,17.9,68.7,,0.44,Manuel,Floraison,3.08,2.97,0
OBS007259,P0017,2025-10-27 10:51:12,14.9,86.7,2.4,0.9057,Station_Sol,Récolte,5.7,6.09,0
OBS007260,P0328,2024-05-20 15:55:09,17.1,59.9,2.7,0.457,Station_Sol,Tallage,7.54,5.6,0
OBS007261,P0073,2025-03-05 12:23:18,10.0,44.3,2.2,0.4079,Satellite,Levée,3.73,3.93,0
OBS007262,P0241,2025-10-20 14:00:08,12.6,52.0,36.0,0.5533,Satellite,Récolte,6.87,5.74,0
OBS007263,P0241,2024-08-08 18:18:32,30.7,53.6,3.0,0.6745,Station_Sol,Floraison,4.25,6.05,0
OBS007264,P0273,2024-11-29 15:58:53,12.3,75.7,16.3,0.3817,Satellite,Maturation,2.46,2.41,0
OBS007265,P0236,2024-04-01 12:33:04,14.0,106.3,2.8,0.3883,Manuel,Levée,3.17,2.49,0
OBS007266,P0018,2025-02-09 08:43:32,2.5,62.7,19.5,0.6136,Station_Sol,Levée,2.03,2.14,0
OBS007267,P0395,2024-03-24 19:08:30,8.9,39.9,0.1,0.7482,Satellite,Semis,2.56,2.39,0
OBS007268,P0499,2025-07-22 18:36:14,27.0,12.0,5.5,0.7253,Satellite,Floraison,2.75,3.55,1
OBS007269,P0331,2024-05-12 13:22:11,19.9,91.8,6.3,0.349,Manuel,Tallage,4.19,3.4,0
OBS007270,P0086,2025-01-23 07:31:16,-0.4,52.8,0.2,0.8725,Manuel,Récolte,9.08,7.14,0
OBS007271,P0063,2025-06-12 09:54:49,25.5,58.6,5.1,0.831,Satellite,Floraison,4.18,3.85,0
OBS007272,P0304,2024-05-09 05:24:23,,83.8,,0.7673,Satellite,Levée,6.3,7.2,0
OBS007273,P0255,2024-10-18 06:35:01,16.9,54.9,0.6,0.8504,Satellite,Récolte,3.05,3.53,0
OBS007274,P0268,2025-05-21 10:22:43,19.3,36.3,2.1,0.5618,Manuel,Levée,3.01,3.62,0
OBS007275,P0443,2025-08-04 20:25:14,22.6,55.7,0.5,0.4025,Station_Sol,Floraison,6.58,7.56,0
OBS007276,P0125,2024-07-06 07:30:10,24.2,37.5,1.4,0.884,Drone,Floraison,4.19,2.72,0
OBS007277,P0014,2024-06-23 07:41:58,22.9,37.1,5.4,0.899,Drone,Tallage,8.22,8.98,0
OBS007278,P0122,2025-05-17 05:40:47,18.2,90.3,-0.4,0.4305,Satellite,Levée,9.31,7.2,0
OBS007279,P0277,2025-04-19 12:48:53,12.9,66.7,11.2,1.9333,Satellite,Tallage,5.32,8.06,0
OBS007280,P0002,2024-04-13 09:46:48,10.8,62.5,2.0,0.7941,Satellite,Tallage,5.14,5.3,0
OBS007281,P0219,2024-08-28 18:25:41,,86.1,9.7,0.4579,Station_Sol,Floraison,6.32,9.13,0
OBS007282,P0311,2024-08-23 10:48:50,26.6,37.6,1.3,0.844,Station_Sol,Floraison,5.36,5.21,0
OBS007283,P0075,2024-03-27 20:51:03,10.0,86.0,8.2,0.7153,Station_Sol,Levée,4.35,5.81,0
OBS007284,P0308,2025-03-24 07:55:19,8.6,80.4,11.4,0.3847,Satellite,Semis,2.99,2.96,0
OBS007285,P0180,2025-07-01 16:22:18,27.8,70.3,3.2,0.9136,Drone,Floraison,4.85,5.14,0
OBS007286,P0072,2024-11-27 08:07:53,7.9,92.8,3.1,0.4606,Station_Sol,Maturation,3.58,3.57,0
OBS007287,P0103,2025-06-10 05:08:29,19.9,44.7,2.1,0.5335,Satellite,Floraison,10.51,9.11,0
OBS007288,P0416,2024-10-07 07:25:08,15.7,41.6,113.9,0.2076,Station_Sol,Maturation,4.85,8.7,1
OBS007289,P0433,2024-06-15 08:17:30,24.6,74.7,9.1,2.2454,Manuel,Tallage,3.62,3.24,0
OBS007290,P0078,2024-09-16 16:24:09,22.1,74.4,21.5,0.5086,Station_Sol,Floraison,2.55,2.68,0
OBS007291,P0037,2024-09-27 19:55:59,18.5,60.3,1.5,0.3783,Station_Sol,Maturation,1.66,7.54,1
OBS007292,P0196,2025-06-18 18:05:26,21.5,37.8,6.5,0.4923,Drone,Tallage,10.21,8.65,0
OBS007293,P0071,2025-03-19 05:19:54,12.7,81.0,18.7,0.8382,Drone,Semis,4.31,6.54,0
OBS007294,P0260,2025-04-10 17:17:15,16.5,85.6,6.3,0.3492,Station_Sol,Tallage,11.3,7.4,0
OBS007295,P0344,2025-03-20 05:57:45,5.9,36.9,4.7,0.5295,Satellite,Semis,4.41,2.96,0
OBS007296,P0107,2024-11-29 05:10:06,,64.4,4.2,0.5185,Station_Sol,Récolte,2.99,2.98,0
OBS007297,P0278,2024-09-07 19:53:29,20.5,60.2,1.6,0.5947,Satellite,Maturation,2.8,2.6,0
OBS007298,P0140,2025-05-27 16:50:38,11.7,84.3,0.9,0.7705,Satellite,Levée,6.61,7.85,0
OBS007299,P0319,2025-02-20 17:41:31,4.2,93.0,4.5,0.8509,Satellite,Semis,9.92,9.29,0
OBS007300,P0379,2025-02-01 19:02:44,4.6,38.9,4.4,0.5891,Manuel,Semis,11.63,8.95,0
OBS007301,P0444,2025-02-15 18:12:15,12.3,85.4,9.1,0.4445,Satellite,Levée,2.96,2.81,0
OBS007302,P0463,2024-05-26 16:54:19,19.3,72.9,1.7,0.8106,Satellite,Levée,3.09,1.68,0
OBS007303,P0261,2024-12-01 06:08:07,2.8,78.5,71.4,0.583,Satellite,Maturation,7.28,7.72,1
OBS007304,P0130,2024-07-31 20:05:58,35.2,90.1,4.6,0.838,Station_Sol,Tallage,4.34,3.91,0
OBS007305,P0193,2024-06-13 18:36:07,19.3,52.9,3.4,0.3476,Station_Sol,Tallage,5.0,5.93,0
OBS007306,P0124,2024-08-16 16:58:25,18.2,86.8,6.7,0.6706,Drone,Floraison,3.03,1.82,0
OBS007307,P0078,2024-09-25 15:18:01,16.1,91.0,9.5,0.3296,Station_Sol,Floraison,,2.91,0
OBS007308,P0339,2024-04-10 20:12:27,15.4,75.5,5.3,0.3979,Station_Sol,Levée,6.09,6.28,0
OBS007309,P0103,2024-12-11 15:56:24,5.9,43.8,11.4,0.5389,Satellite,Récolte,6.5,9.28,0
OBS007310,P0120,2025-08-17 05:03:07,23.9,82.1,1.7,0.1657,Drone,Maturation,5.79,7.39,1
OBS007311,P0062,2024-04-18 16:41:21,17.4,81.7,14.8,0.3544,Satellite,Tallage,9.03,9.05,0
OBS007312,P0086,2024-05-19 14:46:32,18.4,36.6,13.0,0.8844,Drone,Levée,9.68,7.52,0
OBS007313,P0303,2025-09-20 10:47:24,16.6,37.7,0.1,0.8048,Station_Sol,Maturation,4.13,3.92,0
OBS007314,P0092,2025-03-04 19:17:12,16.6,88.0,0.3,0.8618,Station_Sol,Levée,9.73,8.18,0
OBS007315,P0144,2024-03-19 08:30:50,17.7,49.7,3.2,0.3314,Satellite,Levée,4.32,6.42,0
OBS007316,P0151,2025-09-21 10:35:49,17.4,94.6,1.2,0.8947,Satellite,Maturation,2.78,3.38,0
OBS007317,P0394,2025-04-20 05:45:46,12.8,47.3,5.7,0.6214,Satellite,Tallage,8.66,7.66,0
OBS007318,P0340,2024-11-26 18:53:32,11.8,59.4,2.9,0.4253,Drone,Récolte,8.57,6.94,0
OBS007319,P0427,2025-04-06 19:54:37,12.2,47.2,0.1,0.8687,Station_Sol,Levée,3.05,3.19,0
OBS007320,P0124,2025-01-23 12:25:49,5.2,69.2,1.7,0.9086,Drone,Maturation,2.1,1.85,0
OBS007321,P0028,2025-03-28 11:08:22,5.8,48.4,6.3,0.3759,Manuel,Levée,3.13,2.04,0
OBS007322,P0446,2024-08-25 11:14:02,72.6,78.4,-5.2,0.4027,Manuel,Floraison,9.03,8.92,0
OBS007323,P0315,2025-05-15 19:02:47,20.1,85.6,0.8,0.8862,Drone,Levée,2.95,2.47,0
OBS007324,P0246,2024-07-31 10:27:15,34.9,93.8,0.0,0.74,Manuel,Floraison,3.71,3.36,1
OBS007325,P0231,2025-10-14 20:44:08,21.4,89.1,2.5,0.8387,Manuel,Maturation,2.3,3.12,0
OBS007326,P0085,2024-12-05 11:55:58,7.6,40.8,-1.6,0.7181,Manuel,Récolte,6.76,9.28,0
OBS007327,P0433,2024-05-20 20:04:52,20.7,38.7,0.8,0.356,Satellite,Levée,2.82,4.26,0
OBS007328,P0253,2025-03-12 15:25:14,7.9,92.6,1.1,0.8615,Satellite,Semis,6.97,7.69,0
OBS007329,P0218,2024-08-25 12:01:47,18.5,86.9,23.7,0.5307,Station_Sol,Maturation,2.54,4.83,0
OBS007330,P0176,2024-06-13 08:00:30,27.3,94.1,4.8,0.6449,Satellite,Floraison,1.8,2.04,1
OBS007331,P0401,2024-07-15 13:14:33,25.8,48.3,10.1,0.9056,Station_Sol,Tallage,8.46,7.8,0
OBS007332,P0209,2024-08-13 09:55:06,24.6,87.0,7.4,0.6072,Satellite,Floraison,3.08,3.25,0
OBS007333,P0091,2025-06-07 18:32:29,25.0,82.3,2.2,0.3212,Drone,Floraison,8.17,8.16,0
OBS007334,P0447,2025-02-23 09:35:23,5.6,46.2,4.2,0.6186,Satellite,Semis,2.41,6.3,1
OBS007335,P0427,2024-05-15 12:23:20,19.1,82.2,0.1,0.8725,Satellite,Levée,2.93,4.06,0
OBS007336,P0366,2024-04-24 16:21:15,13.3,109.5,2.9,0.4296,Drone,Tallage,3.23,2.41,0
OBS007337,P0373,2024-08-01 19:54:14,25.1,53.5,4.7,0.8644,Manuel,Maturation,7.19,8.66,0
OBS007338,P0044,2025-07-12 07:04:18,29.5,92.0,6.8,0.5963,Satellite,Tallage,7.11,5.27,0
OBS007339,P0080,2025-04-09 12:41:03,10.7,36.9,58.0,0.135,Station_Sol,Tallage,4.48,4.09,1
OBS007340,P0310,2024-04-09 07:33:14,7.7,54.7,2.9,0.3831,Satellite,Levée,11.24,8.82,0
OBS007341,P0185,2024-06-10 09:37:55,20.0,69.7,0.8,,Manuel,Floraison,9.48,7.35,0
OBS007342,P0391,2024-06-01 08:22:48,25.9,48.5,0.0,0.7019,Satellite,Tallage,10.0,8.41,0
OBS007343,P0260,2025-05-26 07:07:15,21.8,92.7,5.9,0.5841,Satellite,Tallage,9.0,8.04,0
OBS007344,P0117,2025-01-02 05:42:28,1.0,69.7,0.4,0.7842,Satellite,Maturation,3.9,3.42,0
OBS007345,P0293,2024-11-06 19:06:40,8.3,61.1,0.0,0.7306,Station_Sol,Récolte,2.46,2.72,0
OBS007346,P0133,2025-02-15 20:26:56,8.3,55.6,1.1,0.7993,Station_Sol,Levée,2.84,2.11,0
OBS007347,P0473,2024-08-27 11:30:04,21.1,82.9,0.2,0.5276,Satellite,Floraison,8.45,8.93,0
OBS007348,P0438,2024-09-06 17:22:37,26.5,50.9,0.6,0.6815,Manuel,Maturation,4.29,5.85,0
OBS007349,P0204,2025-10-22 16:13:20,15.5,,20.9,0.3786,Station_Sol,Maturation,2.28,1.55,0
OBS007350,P0400,2025-03-13 15:29:38,7.2,41.4,7.8,0.36,Station_Sol,Semis,6.54,7.24,0
OBS007351,P0219,2025-01-01 19:02:39,-0.3,41.2,4.4,0.3903,Drone,Maturation,7.53,8.72,0
OBS007352,P0414,2024-12-16 18:33:53,6.4,45.0,0.3,0.8282,Drone,Maturation,5.77,7.77,0
OBS007353,P0356,2024-07-25 09:52:46,22.5,82.9,7.9,0.8741,Satellite,Floraison,4.53,6.51,0
OBS007354,P0153,2025-04-13 05:44:50,17.8,89.5,11.6,0.5541,Satellite,Tallage,10.4,9.02,0
OBS007355,P0390,2025-03-18 18:55:49,10.4,43.8,0.1,0.6133,Station_Sol,Semis,1.21,4.3,1
OBS007356,P0172,2025-02-01 17:16:59,70.8,75.6,6.8,,Satellite,Semis,3.6,6.86,1
OBS007357,P0486,2025-03-01 15:33:47,12.9,70.5,0.0,0.9081,Station_Sol,Semis,7.69,9.62,0
OBS007358,P0434,2024-11-02 20:49:44,11.5,70.4,5.8,0.5018,Station_Sol,Maturation,8.5,8.85,0
OBS007359,P0183,2025-10-21 09:32:59,16.6,58.8,7.0,0.3896,Station_Sol,Récolte,2.13,2.89,0
OBS007360,P0482,2024-12-18 19:01:22,7.9,66.1,2.4,0.5927,Station_Sol,Récolte,6.41,9.08,0
OBS007361,P0325,2025-03-13 15:43:01,7.7,83.1,8.4,0.7691,Satellite,Semis,6.85,8.28,0
OBS007362,P0206,2024-05-30 19:06:46,17.1,42.1,0.0,0.6726,Station_Sol,Tallage,8.07,9.42,0
OBS007363,P0058,2025-09-26 15:20:30,17.4,93.5,1.1,0.5677,Manuel,Maturation,2.23,1.89,0
OBS007364,P0411,2025-02-06 05:41:34,4.8,78.9,114.5,0.0729,Station_Sol,Semis,4.87,9.74,1
OBS007365,P0221,2024-04-28 05:14:39,11.1,42.1,9.3,0.486,Manuel,Tallage,7.7,8.56,0
OBS007366,P0173,2024-11-12 09:26:13,6.1,78.8,15.9,0.7498,Station_Sol,Maturation,4.24,6.35,0
OBS007367,P0066,2024-05-04 17:42:18,16.7,40.8,3.9,0.4658,Satellite,Levée,3.91,3.72,0
OBS007368,P0300,2025-03-22 06:43:30,12.0,39.6,17.2,0.0603,Manuel,Semis,1.99,2.89,1
OBS007369,P0425,2025-06-06 19:31:36,23.0,89.0,9.0,0.4895,Satellite,Floraison,7.02,6.78,0
OBS007370,P0267,2024-11-24 07:14:00,10.1,52.3,10.1,0.787,Satellite,Récolte,9.65,6.97,0
OBS007371,P0360,2024-07-13 10:40:10,25.4,46.8,1.2,0.8073,Station_Sol,Floraison,4.36,3.34,0
OBS007372,P0483,2025-07-02 10:05:55,25.4,71.0,10.0,0.8196,Satellite,Tallage,2.28,2.06,0
OBS007373,P0022,2025-02-10 05:19:09,56.7,14.8,2.2,0.3594,Manuel,Semis,2.19,3.59,1
OBS007374,P0123,2024-03-28 16:44:21,9.4,46.5,5.8,0.9194,Satellite,Levée,4.19,4.83,0
OBS007375,P0079,2024-09-14 06:54:27,19.9,41.7,6.5,0.7145,Satellite,Floraison,6.64,5.6,0
